frame,phase,cx_px,cy_px,radius_px,spread_width_px,detection_method,confidence,D_mm,beta,velocity_mm_s,time_ms,dist_travelled_px,px_per_mm,state_change,right_edge_px,top_edge_px,retraction_velocity_mm_s,rebound_velocity_mm_s
1793,falling,120.0,156.0,108.5,,hough,1.0,3.8759,2.1705,,0.0,,56.0,True,,,,
1794,falling,120.0,156.0,108.5,,last_known,0.3,3.8759,2.1705,0.0,0.3337,0.0,56.0,False,,,,
1795,falling,187.0,197.0,50.0,,template,0.3065,1.7857,1.0,4203.47,0.6674,78.549,56.0,False,,,,
1796,falling,187.0,197.0,50.0,,last_known,0.3,1.7857,1.0,0.0,1.0011,0.0,56.0,False,,,,
1797,falling,187.0,197.0,50.0,,last_known,0.3,1.7857,1.0,0.0,1.3348,0.0,56.0,False,,,,
1798,falling,187.0,197.0,50.0,,last_known,0.3,1.7857,1.0,0.0,1.6685,0.0,56.0,False,,,,
1799,falling,187.0,197.0,50.0,,template,0.3068,1.7857,1.0,0.0,2.0022,0.0,56.0,False,,,,
1800,falling,187.0,198.0,50.0,,template,0.3071,1.7857,1.0,53.51,2.3359,1.0,56.0,False,,,,
1801,falling,187.0,197.0,50.0,,template,0.3064,1.7857,1.0,53.51,2.6695,1.0,56.0,False,,,,
1802,falling,187.0,197.0,50.0,,last_known,0.3,1.7857,1.0,0.0,3.0032,0.0,56.0,False,,,,
1803,falling,187.0,197.0,50.0,,last_known,0.3,1.7857,1.0,0.0,3.3369,0.0,56.0,False,,,,
1804,falling,187.0,198.0,50.0,,template,0.3048,1.7857,1.0,53.51,3.6706,1.0,56.0,False,,,,
1805,falling,187.0,198.0,50.0,,template,0.3009,1.7857,1.0,0.0,4.0043,0.0,56.0,False,,,,
1806,falling,187.0,197.0,50.0,,template,0.3004,1.7857,1.0,53.51,4.338,1.0,56.0,False,,,,
1807,falling,187.0,198.0,50.0,,template,0.3065,1.7857,1.0,53.51,4.6717,1.0,56.0,False,,,,
1808,falling,1097.0,195.0,50.0,,template,0.3018,1.7857,1.0,48697.72,5.0054,910.005,56.0,False,,,,
1809,falling,1097.0,195.0,50.0,,last_known,0.3,1.7857,1.0,0.0,5.3391,0.0,56.0,False,,,,
1810,falling,1097.0,195.0,50.0,,last_known,0.3,1.7857,1.0,0.0,5.6728,0.0,56.0,False,,,,
1811,falling,1097.0,195.0,50.0,,last_known,0.3,1.7857,1.0,0.0,6.0065,0.0,56.0,False,,,,
1812,falling,187.0,199.0,50.0,,template,0.3022,1.7857,1.0,48697.93,6.3402,910.009,56.0,False,,,,
1813,falling,187.0,199.0,50.0,,last_known,0.3,1.7857,1.0,0.0,6.6739,0.0,56.0,False,,,,
1814,falling,187.0,199.0,50.0,,last_known,0.3,1.7857,1.0,0.0,7.0076,0.0,56.0,False,,,,
1815,falling,187.0,199.0,50.0,,last_known,0.3,1.7857,1.0,0.0,7.3412,0.0,56.0,False,,,,
1816,spreading,,,,1279,contact_width,1.0,,12.79,,7.6749,,56.0,True,826.5,,,
1817,spreading,,,,1279,contact_width,1.0,,12.79,,8.0086,,56.0,False,826.5,,,
