frame,drop_id,cx,cy,area_px,percentage,in_frame
522,1,588,67,5844,99.99,1
523,1,588,90,8287,141.79,1
524,1,588,114,8451,144.6,1
525,1,587,138,8577,146.75,1
526,1,587,162,8664,148.24,1
527,1,586,187,8677,148.46,1
528,1,586,211,8705,148.94,1
529,1,585,236,8734,149.44,1
530,1,585,260,8748,149.68,1
531,1,584,284,8692,148.72,1
532,1,584,309,8742,149.58,1
533,1,583,334,8770,150.06,1
534,1,583,359,8786,150.33,1
535,1,582,383,8618,147.45,1
536,1,582,405,8227,140.76,1
537,1,582,420,6873,117.6,1
538,1,581,431,5507,94.23,1
539,1,582,437,4817,82.42,1
540,1,582,437,5164,88.36,1
541,1,581,436,5513,94.33,1
542,1,581,435,5595,95.73,1
543,1,580,433,5415,92.65,1
544,1,581,431,5027,86.01,1
545,1,580,422,6037,103.29,1
546,1,579,410,7589,129.85,1
547,1,579,401,8968,153.44,1
548,1,579,390,10129,173.31,1
549,1,580,379,10941,187.2,1
550,1,580,370,11458,196.05,1
551,1,580,362,11823,202.29,1
552,1,579,355,11958,204.6,1
553,1,578,352,12365,211.57,1
554,1,580,365,11322,193.72,1
554,2,564,182,1036,17.73,1
555,1,579,361,11395,194.97,1
555,2,563,164,897,15.35,1
556,1,579,357,12006,205.42,1
556,2,562,148,869,14.87,1
557,1,578,354,12115,207.29,1
557,2,561,131,892,15.26,1
558,1,577,350,12094,206.93,1
558,2,561,116,894,15.3,1
559,1,576,348,11994,205.22,1
559,2,560,99,764,13.07,1
560,1,575,347,11969,204.79,1
560,2,559,83,730,12.49,1
561,1,573,374,9665,165.37,1
561,2,558,68,732,12.52,1
561,3,582,227,2097,35.88,1
562,1,571,375,9708,166.1,1
562,2,557,52,694,11.87,1
562,3,583,221,1843,31.53,1
563,1,569,378,9615,164.51,1
563,2,556,37,687,11.75,1
563,3,584,218,1777,30.4,1
564,1,567,381,9174,156.97,1
564,2,555,20,551,9.43,1
564,3,585,216,1741,29.79,1
565,1,566,380,8978,153.61,1
565,2,554,6,415,7.1,0
565,3,586,214,1844,31.55,1
566,1,565,381,8659,148.16,1
566,3,587,211,1868,31.96,1
567,1,564,382,8405,143.81,1
567,3,589,209,1860,31.82,1
568,1,562,383,8195,140.22,1
568,3,590,207,1787,30.58,1
569,1,561,384,8066,138.01,1
569,3,591,205,1767,30.23,1
570,1,560,385,7812,133.66,1
570,3,592,203,1764,30.18,1
571,1,559,386,7343,125.64,1
571,3,593,201,1788,30.59,1
572,1,557,387,7076,121.07,1
572,3,595,199,1802,30.83,1
573,1,556,388,6962,119.12,1
573,3,596,198,1817,31.09,1
574,1,555,389,6959,119.07,1
574,3,597,196,1783,30.51,1
575,1,553,389,6827,116.81,1
575,3,598,194,1736,29.7,1
576,1,551,392,6880,117.72,1
576,3,599,193,1757,30.06,1
577,1,550,394,6862,117.41,1
577,3,601,191,1754,30.01,1
578,1,549,395,6876,117.65,1
578,3,602,190,1809,30.95,1
579,1,546,397,6750,115.49,1
579,3,603,189,1798,30.76,1
580,1,545,402,7255,124.13,1
580,3,604,187,1815,31.05,1
581,1,544,403,7330,125.42,1
581,3,606,186,1797,30.75,1
582,1,543,405,7230,123.71,1
582,3,607,185,1733,29.65,1
583,1,541,406,7156,122.44,1
583,3,608,184,1758,30.08,1
584,1,540,408,7075,121.05,1
584,3,609,183,1772,30.32,1
585,1,538,410,6883,117.77,1
585,3,610,182,1831,31.33,1
586,1,537,412,6786,116.11,1
586,3,612,181,1854,31.72,1
587,1,535,414,6520,111.56,1
587,3,613,181,1797,30.75,1
588,1,534,417,6287,107.57,1
588,3,613,180,1784,30.52,1
589,1,533,419,5902,100.98,1
589,3,614,179,1724,29.5,1
590,1,532,420,5647,96.62,1
590,3,616,179,1756,30.05,1
591,1,531,421,5629,96.31,1
591,3,617,178,1797,30.75,1
592,1,531,421,5735,98.13,1
592,3,618,178,1815,31.05,1
593,1,530,420,5777,98.85,1
593,3,620,178,1764,30.18,1
594,1,529,419,5914,101.19,1
