frame,drop_id,cx,cy,area_px,percentage,in_frame
110,1,493,89,10816,100.0,1
111,1,493,112,12270,113.44,1
112,1,493,136,12366,114.33,1
113,1,493,160,12320,113.9,1
114,1,493,185,12325,113.95,1
115,1,493,209,12324,113.94,1
116,1,492,233,12319,113.89,1
117,1,492,257,12293,113.65,1
118,1,492,281,12273,113.47,1
119,1,492,306,12226,113.03,1
120,1,492,330,12161,112.43,1
121,1,492,354,11971,110.67,1
122,1,492,378,11576,107.02,1
123,1,492,406,12140,112.24,1
124,1,492,423,11250,104.01,1
125,1,492,434,9966,92.14,1
126,1,492,442,9453,87.39,1
127,1,492,447,9104,84.17,1
128,1,492,448,9324,86.2,1
129,1,493,448,9938,91.88,1
130,1,493,447,10340,95.59,1
131,1,493,447,10584,97.85,1
132,1,492,446,10930,101.05,1
133,1,491,446,10891,100.69,1
134,1,492,445,10744,99.33,1
135,1,491,443,10489,96.97,1
136,1,490,442,10466,96.76,1
137,1,491,440,9756,90.2,1
138,1,492,438,9598,88.73,1
139,1,491,433,10681,98.75,1
140,1,490,425,12217,112.95,1
141,1,489,416,13021,120.38,1
142,1,489,407,13690,126.57,1
143,1,488,398,14324,132.43,1
144,1,488,391,15272,141.19,1
145,1,488,383,15662,144.8,1
146,1,487,376,16279,150.5,1
147,1,487,371,16690,154.3,1
148,1,487,365,16947,156.68,1
149,1,487,383,15241,140.91,1
149,2,483,158,1525,14.1,1
150,1,487,381,15355,141.96,1
150,2,483,139,1458,13.48,1
151,1,487,380,15557,143.83,1
151,2,483,119,1485,13.73,1
152,1,487,378,15297,141.42,1
152,2,482,99,1579,14.6,1
153,1,487,377,15472,143.04,1
153,2,481,80,1609,14.88,1
154,1,487,376,15377,142.16,1
154,2,481,62,1544,14.27,1
155,1,487,375,15140,139.97,1
155,2,481,42,1430,13.22,1
156,1,487,375,15293,141.39,1
156,2,480,22,1403,12.97,0
157,1,487,375,15122,139.8,1
157,2,479,10,842,7.78,0
158,1,487,375,14959,138.3,1
158,2,480,2,175,1.62,0
159,1,487,375,14619,135.15,1
160,1,487,375,14358,132.74,1
161,1,490,442,8345,77.15,1
161,3,484,276,5626,52.01,1
162,1,490,443,8267,76.43,1
162,3,483,275,5476,50.63,1
163,1,490,444,7960,73.59,1
163,3,483,272,5290,48.91,1
164,1,490,445,7846,72.54,1
164,3,483,270,5081,46.97,1
165,1,490,446,7790,72.02,1
165,3,482,242,3473,32.11,1
165,4,484,333,1372,12.68,1
166,1,490,446,7707,71.25,1
166,3,482,242,3358,31.05,1
166,4,484,328,1344,12.43,1
167,1,490,446,7830,72.39,1
167,3,483,266,4620,42.71,1
168,1,491,446,7970,73.68,1
168,3,483,266,4472,41.34,1
169,1,492,446,8123,75.1,1
169,3,482,267,4134,38.22,1
170,1,492,445,8101,74.89,1
170,3,482,246,2293,21.2,1
170,5,484,308,1355,12.53,1
171,1,492,444,8133,75.19,1
171,3,482,247,2028,18.75,1
171,5,483,303,1395,12.9,1
172,1,492,443,8289,76.63,1
172,3,482,269,3668,33.91,1
173,1,492,442,8353,77.22,1
173,3,482,264,3536,32.69,1
174,1,493,440,8487,78.46,1
174,3,482,261,3526,32.6,1
175,1,493,438,8460,78.21,1
175,3,481,260,3622,33.49,1
176,1,493,437,8715,80.57,1
176,3,481,262,3800,35.13,1
177,1,492,436,8839,81.72,1
177,3,481,267,3879,35.86,1
178,1,491,436,8955,82.79,1
178,3,481,271,3714,34.34,1
179,1,491,436,9049,83.66,1
179,3,480,252,2221,20.53,1
179,6,484,310,1090,10.08,1
180,1,491,437,9065,83.81,1
180,3,480,250,2230,20.62,1
180,6,484,316,976,9.02,1
180,7,612,12,1436,13.28,0
181,1,491,437,8874,82.04,1
181,3,480,249,2374,21.95,1
181,6,484,321,1080,9.98,1
181,7,612,23,2931,27.1,0
182,1,492,437,8629,79.78,1
182,3,479,250,2588,23.93,1
182,6,485,327,1209,11.18,1
182,7,613,40,3755,34.72,0
183,1,492,438,8458,78.2,1
183,3,479,251,2734,25.28,1
183,6,485,333,1230,11.37,1
183,7,613,64,3649,33.74,1
184,1,492,439,8294,76.68,1
184,3,479,251,2801,25.9,1
184,6,485,338,1079,9.98,1
184,7,613,87,3643,33.68,1
185,1,492,440,8254,76.31,1
185,3,479,250,2769,25.6,1
185,6,485,344,998,9.23,1
185,7,613,110,3754,34.71,1
186,1,492,442,8237,76.15,1
186,3,479,249,2622,24.24,1
186,6,486,350,1072,9.91,1
186,7,613,134,3787,35.01,1
187,1,492,443,8139,75.25,1
187,3,478,249,2445,22.6,1
187,6,486,356,1185,10.96,1
187,7,613,157,3809,35.21,1
188,1,492,444,8156,75.4,1
188,3,478,250,2289,21.16,1
