frame,phase,cx_px,cy_px,radius_px,spread_width_px,detection_method,confidence,D_mm,beta,velocity_mm_s,time_ms,dist_travelled_px,px_per_mm,state_change,right_edge_px,top_edge_px,retraction_velocity_mm_s,rebound_velocity_mm_s
205,falling,1209.9,308.5,35.3,,hough,1.0,1.0769,0.6565,,0.0,,65.625,True,,,,
206,falling,1221.1,180.9,48.5,,hough,1.0,1.477,0.9005,5849.26,0.3337,128.091,65.625,False,,,,
207,falling,389.0,319.0,53.8,,template,0.4846,1.6402,1.0,38517.62,0.6674,843.482,65.625,False,,,,
208,falling,389.0,318.0,53.8,,template,0.4603,1.6402,1.0,45.67,1.0011,1.0,65.625,False,,,,
209,falling,1217.6,122.4,54.8,,hough,1.0,1.6696,1.0179,38878.0,1.3348,851.374,65.625,False,,,,
210,falling,1214.0,101.4,51.2,,hough,1.0,1.5593,0.9507,972.95,1.6685,21.306,65.625,False,,,,
211,falling,1212.2,107.6,44.3,,hough,1.0,1.3489,0.8224,294.81,2.0022,6.456,65.625,False,,,,
212,falling,1218.6,134.2,43.8,,hough,1.0,1.3335,0.813,1249.35,2.3359,27.359,65.625,False,,,,
213,falling,389.0,321.0,53.8,,template,0.4554,1.6402,1.0,38832.19,2.6695,850.371,65.625,False,,,,
214,falling,1221.6,208.6,49.3,,hough,1.0,1.5037,0.9168,38365.58,3.0032,840.153,65.625,False,,,,
215,falling,1220.1,240.4,39.5,,hough,1.0,1.2029,0.7334,1453.76,3.3369,31.835,65.625,False,,,,
216,falling,1220.4,218.4,45.9,,hough,1.0,1.3993,0.8531,1004.72,3.6706,22.002,65.625,False,,,,
217,falling,1214.0,311.5,43.1,,hough,1.0,1.3121,0.8,4261.45,4.0043,93.32,65.625,False,,,,
218,falling,389.0,317.0,53.8,,template,0.4637,1.6402,1.0,37674.47,4.338,825.018,65.625,False,,,,
219,falling,389.0,317.0,53.8,,template,0.4757,1.6402,1.0,0.0,4.6717,0.0,65.625,False,,,,
220,falling,389.0,317.0,53.8,,template,0.4562,1.6402,1.0,0.0,5.0054,0.0,65.625,False,,,,
221,falling,1030.3,307.8,164.1,,hough,1.0,5.0009,3.0489,29287.99,5.3391,641.366,65.625,False,,,,
222,falling,1220.7,217.6,47.1,,hough,1.0,1.4368,0.876,9620.94,5.6728,210.685,65.625,False,,,,
223,falling,389.0,317.0,53.8,,template,0.4615,1.6402,1.0,38249.87,6.0065,837.619,65.625,False,,,,
224,falling,1219.1,187.6,36.8,,hough,1.0,1.1226,0.6844,38364.33,6.3402,840.125,65.625,False,,,,
225,falling,382.0,319.0,53.8,,template,0.4633,1.6402,1.0,38694.26,6.6739,847.35,65.625,False,,,,
226,falling,1221.1,191.3,47.0,,hough,1.0,1.4323,0.8733,38758.71,7.0076,848.762,65.625,False,,,,
227,falling,1217.3,270.6,43.8,,hough,1.0,1.3341,0.8134,3625.39,7.3412,79.391,65.625,False,,,,
228,falling,1218.3,219.6,34.8,,hough,1.0,1.0605,0.6466,2329.36,7.6749,51.01,65.625,False,,,,
229,falling,1220.9,230.9,46.0,,hough,1.0,1.4013,0.8544,529.5,8.0086,11.595,65.625,False,,,,
230,falling,1220.8,195.9,49.3,,hough,1.0,1.5015,0.9154,1598.28,8.3423,35.0,65.625,False,,,,
231,falling,1221.6,211.1,51.9,,hough,1.0,1.5803,0.9635,695.07,8.676,15.221,65.625,False,,,,
232,falling,387.0,317.0,53.8,,template,0.4588,1.6402,1.0,38417.6,9.0097,841.292,65.625,False,,,,
233,falling,1204.2,83.5,38.1,,hough,1.0,1.1615,0.7081,38810.91,9.3434,849.905,65.625,False,,,,
234,falling,1218.1,269.1,50.7,,hough,1.0,1.5454,0.9422,8499.16,9.6771,186.12,65.625,False,,,,
235,falling,387.0,317.0,53.8,,template,0.4595,1.6402,1.0,38015.17,10.0108,832.479,65.625,False,,,,
236,falling,643.0,112.0,53.8,,template,0.6993,1.6402,1.0,14976.52,10.3445,327.965,65.625,False,,,,
237,falling,1205.7,328.5,53.8,,hough,1.0,1.6402,1.0,27532.01,10.6782,602.913,65.625,False,,,,
238,falling,643.0,160.0,53.8,,template,0.7048,1.6402,1.0,26823.04,11.0119,587.387,65.625,False,,,,
239,falling,643.0,187.0,53.8,,template,0.7449,1.6402,1.0,1232.96,11.3456,27.0,65.625,False,,,,
240,falling,1215.6,129.1,54.1,,hough,1.0,1.6481,1.0048,26281.12,11.6793,575.52,65.625,False,,,,
241,falling,1188.0,328.3,61.2,,hough,1.0,1.866,1.1377,9183.37,12.0129,201.103,65.625,False,,,,
242,falling,1218.4,159.9,43.7,,hough,1.0,1.3331,0.8127,7814.29,12.3466,171.122,65.625,False,,,,
243,falling,1216.6,256.0,45.6,,hough,1.0,1.3902,0.8476,4389.18,12.6803,96.117,65.625,False,,,,
244,falling,643.0,318.0,53.8,,template,0.7609,1.6402,1.0,26346.02,13.014,576.941,65.625,False,,,,
245,spreading,,,,90,contact_width,1.0,,0.8361,,13.3477,,65.625,True,688.0,,,
246,spreading,,,,126,contact_width,1.0,,1.1706,,13.6814,,65.625,False,706.0,,,
247,spreading,,,,182,contact_width,1.0,,1.6908,,14.0151,,65.625,False,734.0,,,
248,spreading,,,,218,contact_width,1.0,,2.0253,,14.3488,,65.625,False,752.0,,,
249,spreading,,,,243,contact_width,1.0,,2.2575,,14.6825,,65.625,False,764.5,,,
250,spreading,,,,262,contact_width,1.0,,2.4341,,15.0162,,65.625,False,774.0,,,
251,spreading,,,,270,contact_width,1.0,,2.5084,,15.3499,,65.625,False,778.0,,,
252,spreading,,,,272,contact_width,1.0,,2.527,,15.6836,,65.625,False,779.0,,321.8296,
