frame,phase,cx_px,cy_px,radius_px,spread_width_px,detection_method,confidence,D_mm,beta,velocity_mm_s,time_ms,dist_travelled_px,px_per_mm,state_change,right_edge_px,top_edge_px,retraction_velocity_mm_s,rebound_velocity_mm_s
59,falling,1217.0,274.2,46.9,,hough,1.0,1.4293,0.7816,,0.0,,65.625,True,,,,
60,falling,1215.7,258.3,48.7,,hough,1.0,1.4838,0.8115,728.5,0.3337,15.953,65.625,False,,,,
61,falling,1213.0,279.8,44.5,,hough,1.0,1.3554,0.7412,989.51,0.6674,21.669,65.625,False,,,,
62,falling,382.0,313.0,60.0,,template,0.4399,1.8286,1.0,37977.9,1.0011,831.663,65.625,False,,,,
63,falling,1218.3,171.8,41.5,,hough,1.0,1.265,0.6918,38730.15,1.3348,848.136,65.625,False,,,,
64,falling,1209.6,106.6,48.5,,hough,1.0,1.4782,0.8084,3003.75,1.6685,65.778,65.625,False,,,,
65,falling,385.0,311.0,60.0,,template,0.455,1.8286,1.0,38794.96,2.0022,849.555,65.625,False,,,,
66,falling,1218.2,228.7,46.1,,hough,1.0,1.4044,0.7681,38233.25,2.3359,837.255,65.625,False,,,,
67,falling,1219.4,206.2,43.1,,hough,1.0,1.3135,0.7183,1028.92,2.6695,22.532,65.625,False,,,,
68,falling,1218.6,185.8,48.8,,hough,1.0,1.486,0.8126,932.28,3.0032,20.416,65.625,False,,,,
69,falling,385.0,313.0,60.0,,template,0.4426,1.8286,1.0,38506.97,3.3369,843.249,65.625,False,,,,
70,falling,384.0,313.0,60.0,,template,0.4498,1.8286,1.0,45.67,3.6706,1.0,65.625,False,,,,
71,falling,385.0,313.0,60.0,,template,0.4469,1.8286,1.0,45.67,4.0043,1.0,65.625,False,,,,
72,falling,385.0,311.0,60.0,,template,0.4555,1.8286,1.0,91.33,4.338,2.0,65.625,False,,,,
73,falling,1213.3,281.9,48.2,,hough,1.0,1.4684,0.803,37847.67,4.6717,828.811,65.625,False,,,,
74,falling,1213.2,163.6,35.0,,hough,1.0,1.0663,0.5831,5402.17,5.0054,118.3,65.625,False,,,,
75,falling,1218.7,253.6,46.3,,hough,1.0,1.4125,0.7725,4117.52,5.3391,90.168,65.625,False,,,,
76,falling,388.0,313.0,60.0,,template,0.4499,1.8286,1.0,38030.78,5.6728,832.821,65.625,False,,,,
77,falling,1211.8,158.2,34.1,,hough,1.0,1.04,0.5688,38277.24,6.0065,838.218,65.625,False,,,,
78,falling,1216.4,159.7,43.1,,hough,1.0,1.3132,0.7181,220.95,6.3402,4.838,65.625,False,,,,
79,falling,1217.5,194.5,40.2,,hough,1.0,1.2244,0.6696,1589.94,6.6739,34.817,65.625,False,,,,
80,falling,385.0,311.0,60.0,,template,0.4568,1.8286,1.0,38386.56,7.0076,840.612,65.625,False,,,,
81,falling,385.0,311.0,60.0,,template,0.4502,1.8286,1.0,0.0,7.3412,0.0,65.625,False,,,,
82,falling,1213.0,235.1,32.3,,hough,1.0,0.9853,0.5388,37969.16,7.6749,831.471,65.625,False,,,,
83,falling,385.0,313.0,60.0,,template,0.4479,1.8286,1.0,37977.6,8.0086,831.656,65.625,False,,,,
84,falling,1216.4,245.5,44.4,,hough,1.0,1.3543,0.7406,38090.81,8.3423,834.136,65.625,False,,,,
85,falling,385.0,313.0,60.0,,template,0.4528,1.8286,1.0,38090.81,8.676,834.136,65.625,False,,,,
86,falling,386.0,314.0,60.0,,template,0.4426,1.8286,1.0,64.58,9.0097,1.414,65.625,False,,,,
87,falling,385.0,313.0,60.0,,template,0.4305,1.8286,1.0,64.58,9.3434,1.414,65.625,False,,,,
88,falling,1216.0,199.8,41.4,,hough,1.0,1.2615,0.6899,38298.09,9.6771,838.675,65.625,False,,,,
89,falling,575.0,125.0,60.0,,template,0.7689,1.8286,1.0,29469.9,10.0108,645.35,65.625,False,,,,
90,falling,575.0,141.0,60.0,,template,0.8391,1.8286,1.0,730.64,10.3445,16.0,65.625,False,,,,
91,falling,1209.0,305.5,43.7,,hough,1.0,1.3324,0.7286,29910.28,10.6782,654.993,65.625,False,,,,
92,falling,1212.1,288.8,44.1,,hough,1.0,1.3448,0.7354,775.63,11.0119,16.985,65.625,False,,,,
93,falling,1217.6,193.8,43.9,,hough,1.0,1.3367,0.731,4345.44,11.3456,95.159,65.625,False,,,,
94,falling,575.0,237.0,60.0,,template,0.8585,1.8286,1.0,29410.57,11.6793,644.05,65.625,False,,,,
95,falling,1215.0,292.9,43.4,,hough,1.0,1.3227,0.7234,29336.88,12.0129,642.437,65.625,False,,,,
96,falling,575.0,288.0,60.0,,template,0.8566,1.8286,1.0,29226.46,12.3466,640.019,65.625,False,,,,
97,falling,575.0,312.0,60.0,,template,0.8395,1.8286,1.0,1095.96,12.6803,24.0,65.625,False,,,,
98,spreading,,,,109,contact_width,1.0,,0.9083,,13.014,,65.625,True,629.5,,,
99,spreading,,,,118,contact_width,1.0,,0.9833,,13.3477,,65.625,False,634.0,,,
100,spreading,,,,164,contact_width,1.0,,1.3667,,13.6814,,65.625,False,657.0,,,
101,spreading,,,,197,contact_width,1.0,,1.6417,,14.0151,,65.625,False,673.5,,,
102,spreading,,,,216,contact_width,1.0,,1.8,,14.3488,,65.625,False,683.0,,,
103,spreading,,,,226,contact_width,1.0,,1.8833,,14.6825,,65.625,False,688.0,,,
104,spreading,,,,229,contact_width,1.0,,1.9083,,15.0162,,65.625,False,689.5,,305.9556,
105,spreading,,,,226,contact_width,1.0,,1.8833,,15.3499,,65.625,False,688.0,,,
106,spreading,,,,218,contact_width,1.0,,1.8167,,15.6836,,65.625,False,684.0,,,
107,spreading,,,,205,contact_width,1.0,,1.7083,,16.0173,,65.625,False,677.5,,,
108,spreading,,,,190,contact_width,1.0,,1.5833,,16.351,,65.625,False,670.0,,,
109,spreading,,,,175,contact_width,1.0,,1.4583,,16.6846,,65.625,False,662.5,,,
110,spreading,,,,163,contact_width,1.0,,1.3583,,17.0183,,65.625,False,656.5,,,
111,spreading,,,,148,contact_width,1.0,,1.2333,,17.352,,65.625,False,649.0,,,
112,spreading,,,,133,contact_width,1.0,,1.1083,,17.6857,,65.625,False,641.5,,,
113,spreading,,,,124,contact_width,1.0,,1.0333,,18.0194,,65.625,False,637.0,,,
114,rebounding,,,,,null,0.0,,,,18.3531,,65.625,True,,,,
115,rebounding,1269.4,116.0,60.0,,hough,1.0,1.8286,1.0,,18.6868,,65.625,False,,56.0,,
116,rebounding,1205.6,77.4,68.0,,hough,1.0,2.0724,1.1333,3405.15,19.0205,74.568,65.625,False,,9.4,,
117,rebounding,1199.0,80.6,45.0,,hough,1.0,1.3714,0.75,334.95,19.3542,7.335,65.625,False,,35.6,,
118,rebounding,1213.5,129.6,72.0,,hough,1.0,2.1943,1.2,2333.5,19.6879,51.1,65.625,False,,57.6,,
119,rebounding,1213.5,129.6,72.0,,last_known,0.3,2.1943,1.2,0.0,20.0216,0.0,65.625,False,,57.6,,
120,rebounding,1213.5,129.6,72.0,,last_known,0.3,2.1943,1.2,0.0,20.3553,0.0,65.625,False,,57.6,,
121,rebounding,1213.5,129.6,72.0,,last_known,0.3,2.1943,1.2,0.0,20.689,0.0,65.625,False,,57.6,,
122,rebounding,1213.5,129.6,72.0,,last_known,0.3,2.1943,1.2,0.0,21.0227,0.0,65.625,False,,57.6,,
123,rebounding,583.0,324.0,60.0,,template,0.5329,1.8286,1.0,30129.28,21.3564,659.789,65.625,False,,264.0,,
124,rebounding,584.0,321.0,60.0,,template,0.5183,1.8286,1.0,144.41,21.69,3.162,65.625,False,,261.0,,
125,rebounding,376.0,314.0,60.0,,template,0.5216,1.8286,1.0,9503.7,22.0237,208.118,65.625,False,,254.0,,
126,rebounding,376.0,313.0,60.0,,template,0.5174,1.8286,1.0,45.67,22.3574,1.0,65.625,False,,253.0,,
127,rebounding,377.0,312.0,60.0,,template,0.5203,1.8286,1.0,64.58,22.6911,1.414,65.625,False,,252.0,,
128,rebounding,379.0,312.0,60.0,,template,0.5311,1.8286,1.0,91.33,23.0248,2.0,65.625,False,,252.0,,
129,rebounding,582.0,275.0,60.0,,template,0.545,1.8286,1.0,9422.72,23.3585,206.344,65.625,False,,215.0,,
130,rebounding,585.0,296.0,60.0,,template,0.5778,1.8286,1.0,968.7,23.6922,21.213,65.625,False,,236.0,,
131,rebounding,584.0,283.0,60.0,,template,0.6435,1.8286,1.0,595.4,24.0259,13.038,65.625,False,,223.0,,
132,rebounding,583.0,270.0,60.0,,template,0.7029,1.8286,1.0,595.4,24.3596,13.038,65.625,False,,210.0,,
133,rebounding,583.0,255.0,60.0,,template,0.7527,1.8286,1.0,684.98,24.6933,15.0,65.625,False,,195.0,,
134,rebounding,583.0,246.0,60.0,,template,0.8236,1.8286,1.0,410.99,25.027,9.0,65.625,False,,186.0,,
135,rebounding,584.0,242.0,60.0,,template,0.7869,1.8286,1.0,188.28,25.3607,4.123,65.625,False,,182.0,,
136,rebounding,584.0,239.0,60.0,,template,0.7401,1.8286,1.0,137.0,25.6944,3.0,65.625,False,,179.0,,
137,rebounding,583.0,233.0,60.0,,template,0.654,1.8286,1.0,277.77,26.0281,6.083,65.625,False,,173.0,,
138,rebounding,583.0,217.0,60.0,,template,0.6445,1.8286,1.0,730.64,26.3617,16.0,65.625,False,,157.0,,
139,rebounding,584.0,212.0,60.0,,template,0.6658,1.8286,1.0,232.85,26.6954,5.099,65.625,False,,152.0,,
140,rebounding,584.0,209.0,60.0,,template,0.6777,1.8286,1.0,137.0,27.0291,3.0,65.625,False,,149.0,,
141,rebounding,585.0,206.0,60.0,,template,0.7066,1.8286,1.0,144.41,27.3628,3.162,65.625,False,,146.0,,
142,rebounding,586.0,198.0,60.0,,template,0.7191,1.8286,1.0,368.16,27.6965,8.062,65.625,False,,138.0,,
143,rebounding,590.0,189.0,60.0,,template,0.7286,1.8286,1.0,449.75,28.0302,9.849,65.625,False,,129.0,,
144,rebounding,588.0,184.0,60.0,,template,0.7196,1.8286,1.0,245.91,28.3639,5.385,65.625,False,,124.0,,
145,rebounding,586.0,180.0,60.0,,template,0.6876,1.8286,1.0,204.22,28.6976,4.472,65.625,False,,120.0,,
146,rebounding,586.0,171.0,60.0,,template,0.6617,1.8286,1.0,410.99,29.0313,9.0,65.625,False,,111.0,,
147,rebounding,585.0,164.0,60.0,,template,0.6703,1.8286,1.0,322.9,29.365,7.071,65.625,False,,104.0,,
148,rebounding,584.0,158.0,60.0,,template,0.6684,1.8286,1.0,277.77,29.6987,6.083,65.625,False,,98.0,,
149,rebounding,584.0,153.0,60.0,,template,0.6726,1.8286,1.0,228.33,30.0324,5.0,65.625,False,,93.0,,
150,rebounding,584.0,162.0,60.0,,template,0.6866,1.8286,1.0,410.99,30.3661,9.0,65.625,False,,102.0,,
151,rebounding,585.0,146.0,60.0,,template,0.7157,1.8286,1.0,732.07,30.6998,16.031,65.625,False,,86.0,,
152,rebounding,586.0,139.0,60.0,,template,0.7665,1.8286,1.0,322.9,31.0334,7.071,65.625,False,,79.0,,
153,rebounding,587.0,134.0,60.0,,template,0.7916,1.8286,1.0,232.85,31.3671,5.099,65.625,False,,74.0,,
154,rebounding,589.0,130.0,60.0,,template,0.7663,1.8286,1.0,204.22,31.7008,4.472,65.625,False,,70.0,,
155,rebounding,590.0,127.0,60.0,,template,0.7273,1.8286,1.0,144.41,32.0345,3.162,65.625,False,,67.0,,
156,rebounding,588.0,126.0,60.0,,template,0.682,1.8286,1.0,102.11,32.3682,2.236,65.625,False,,66.0,,
157,rebounding,585.0,125.0,60.0,,template,0.6559,1.8286,1.0,144.41,32.7019,3.162,65.625,False,,65.0,,
158,rebounding,582.0,125.0,60.0,,template,0.6498,1.8286,1.0,137.0,33.0356,3.0,65.625,False,,65.0,,
159,rebounding,583.0,125.0,60.0,,template,0.5868,1.8286,1.0,45.67,33.3693,1.0,65.625,False,,65.0,,
160,rebounding,584.0,125.0,60.0,,template,0.4995,1.8286,1.0,45.67,33.703,1.0,65.625,False,,65.0,,
161,rebounding,385.0,312.0,60.0,,template,0.4416,1.8286,1.0,12469.98,34.0367,273.075,65.625,False,,252.0,,
162,rebounding,384.0,312.0,60.0,,template,0.4429,1.8286,1.0,45.67,34.3704,1.0,65.625,False,,252.0,,
163,rebounding,385.0,308.0,60.0,,template,0.4533,1.8286,1.0,188.28,34.7041,4.123,65.625,False,,248.0,,
164,rebounding,385.0,311.0,60.0,,template,0.4409,1.8286,1.0,137.0,35.0378,3.0,65.625,False,,251.0,,
165,rebounding,385.0,310.0,60.0,,template,0.4538,1.8286,1.0,45.67,35.3715,1.0,65.625,False,,250.0,,
166,rebounding,386.0,311.0,60.0,,template,0.4483,1.8286,1.0,64.58,35.7052,1.414,65.625,False,,251.0,,
