frame,phase,cx_px,cy_px,radius_px,spread_width_px,detection_method,confidence,D_mm,beta,velocity_mm_s,time_ms,dist_travelled_px,px_per_mm,state_change,right_edge_px,top_edge_px,retraction_velocity_mm_s,rebound_velocity_mm_s
453,falling,1205.5,97.8,37.3,,hough,1.0,1.1354,0.985,,0.0,,65.625,True,,,,
454,falling,1208.3,167.4,23.4,,hough,1.0,0.7136,0.6191,3180.86,0.3337,69.656,65.625,False,,,,
455,falling,1200.9,324.2,30.7,,hough,1.0,0.9365,0.8125,7168.24,0.6674,156.975,65.625,False,,,,
456,falling,1210.5,204.4,34.1,,hough,1.0,1.0407,0.9029,5488.21,1.0011,120.184,65.625,False,,,,
457,falling,1275.1,196.0,61.0,,hough,1.0,1.8583,1.6122,2974.79,1.3348,65.144,65.625,False,,,,
458,falling,1160.6,339.4,64.3,,hough,1.0,1.9592,1.6997,8379.72,1.6685,183.504,65.625,False,,,,
459,falling,395.0,333.0,37.8,,template,0.3906,1.1527,1.0,34962.36,2.0022,765.627,65.625,False,,,,
460,falling,1201.8,308.5,31.3,,hough,1.0,0.9526,0.8264,36859.52,2.3359,807.172,65.625,False,,,,
461,falling,393.0,333.0,37.8,,template,0.4019,1.1527,1.0,36950.8,2.6695,809.171,65.625,False,,,,
462,falling,1216.4,223.1,43.4,,hough,1.0,1.3239,1.1485,37934.01,3.0032,830.702,65.625,False,,,,
463,falling,1201.7,98.1,29.9,,hough,1.0,0.9099,0.7894,5747.46,3.3369,125.861,65.625,False,,,,
464,falling,1198.3,335.1,30.1,,hough,1.0,0.9182,0.7965,10823.72,3.6706,237.024,65.625,False,,,,
465,falling,1201.6,329.5,35.9,,hough,1.0,1.094,0.9491,296.82,4.0043,6.5,65.625,False,,,,
466,falling,1199.9,337.5,31.8,,hough,1.0,0.9704,0.8419,373.48,4.338,8.179,65.625,False,,,,
467,falling,391.0,333.0,37.8,,template,0.3902,1.1527,1.0,36939.0,4.6717,808.913,65.625,False,,,,
468,falling,390.0,333.0,37.8,,template,0.3917,1.1527,1.0,45.67,5.0054,1.0,65.625,False,,,,
469,falling,389.0,332.0,37.8,,template,0.3788,1.1527,1.0,64.58,5.3391,1.414,65.625,False,,,,
470,falling,393.0,335.0,37.8,,template,0.3889,1.1527,1.0,228.33,5.6728,5.0,65.625,False,,,,
471,falling,391.0,335.0,37.8,,template,0.4077,1.1527,1.0,91.33,6.0065,2.0,65.625,False,,,,
472,falling,393.0,330.0,37.8,,template,0.3904,1.1527,1.0,245.91,6.3402,5.385,65.625,False,,,,
473,falling,1201.0,82.9,32.1,,hough,1.0,0.9785,0.8489,38584.16,6.6739,844.939,65.625,False,,,,
474,falling,1219.5,234.3,50.2,,hough,1.0,1.5306,1.3279,6965.11,7.0076,152.526,65.625,False,,,,
475,falling,391.0,333.0,37.8,,template,0.3846,1.1527,1.0,38100.99,7.3412,834.358,65.625,False,,,,
476,falling,389.0,333.0,37.8,,template,0.3857,1.1527,1.0,91.33,7.6749,2.0,65.625,False,,,,
